fecha,base_monetaria_amplia,base_monetaria_restringida,pasivos_por_encaje_legal_en_me,otros_depositos_a_corto_plazo,otros_valores_a_corto_plazo,credito_total,credito_en_mn,credito_en_me,depositos_totales,depositos_en_mn,depositos_en_me,agregado_monetario_m1,billetes_y_monedas_en_poder_del_publico,depositos_transferibles_en_mn,agregado_monetario_m3,agregado_monetario_m2,cuasidinero_en_me,titulos_emitidos_por_el_banco_central_total,titulos_emitidos_por_el_banco_central_en_mn,titulos_emitidos_por_el_banco_central_en_me,cafe_valor_exportado,cafe_volumen_exportado,cafe_precio_promedio_de_exportacion,banano_valor_exportado,banano_volumen_exportado,banano_precio_promedio_de_exportacion,azucar_valor_exportado,azucar_volumen_exportado,azucar_precio_promedio_de_exportacion,exportaciones_totales,exportaciones_de_bienes_para_la_elaboracion,exportaciones_de_mercancias_generales,hidrocarburos_valor_importado,hidrocarburos_volumen_importado,hidrocarburos_precio_promedio_de_importacion,importaciones_totales,importaciones_de_bienes_para_la_elaboracion,importaciones_de_mercancias_generales,remesas_ingreso,remesas_egreso,remesas_neto,remesas_ingreso_acumulado,remesas_egreso_acumulado,remesas_neto_acumulado,rin_del_banco_central,mercado_primario,mercado_secundario_total,mercado_de_reportos,expectativas_de_inflacion,ipc_general,ipc_variacion_mensual,ipc_variacion_interanual,ipc_variacion_acumulada_con_diciembre_anterior,isi,isi_variacion_interanual,isi_variacion_acumulada,deuda_externa,deuda_externa_gc,deuda_interna_bruta,deuda_interna_gc,deuda_interna_bc,ingresos_totales_gc,gastos_totales_gc,encaje_efectivo_en_mn,tasa_de_politica_monetaria,tasa_de_interes_activa_nominal_en_mn,tasa_de_interes_pasiva_nominal_en_mn,tasa_de_interes_activa_real_en_mn,tasa_de_interes_pasiva_real_en_mn,itcer_con_usa,itcer_global,itcer_con_la_region_capard,itcer_con_el_resto_del_mundo,itcer_con_usa_variacion_interanual,itcer_global_variacion_interanual,itcer_con_la_region_capard_variacion_interanual,itcer_con_el_resto_del_mundo_variacion_interanual,itcer_con_usa_variacion_con_el_ano_base,itcer_global_variacion_con_el_ano_base,itcer_con_la_region_capard_variacion_con_el_ano_base,itcer_con_el_resto_del_mundo_variacion_con_el_ano_base,tipo_de_cambio_de_compra_promedio_del_mes,tipo_de_cambio_de_venta_promedio_del_mes,tipo_de_cambio_de_compra_fin_de_mes,tipo_de_cambio_de_venta_fin_de_mes,imae,imae_variacion_interanual,imae_variacion_acumulada
2012-09-01,48637,35911,3127,237,9223,184110,121541,62569,148757,105274,43483,56036,19133,36902.91,173555,128683,44872,21960,21821,139,67.84,387.84,174.92,48.67,148.8,327.08,49.88,91927.7,0.54,785.2,247.5,537.7,173.55,1278.57,135.74,1281.3,151.3,1130,365.8,1.3,364.5,3590.1,13.32,3576.78,6753.7,34052.1,13065.01,13018.89,4.91,109.25,0.49,3.28,2.87,108.15,3.66,2.73,6247.12,6129.77,68920.3,47214.5,21705.8,3050.39,4671.2,14.69,5,13.52,5.38,9.91,2.03,65.26,70.37,76.61,68.56,0.27,0.04,0.6,-0.01,-34.74,-29.63,-23.39,-31.44,7.96,7.98,7.94,7.96,94.02,2.11,3
2012-10-01,49349,37260,3084,227,8637,185247,122049,63198,149155,105681,43474,56433,19384,37049.86,174200,129347,44854,21443,21284,159,35.58,207.06,171.83,47.09,144.74,325.34,32.36,51676.73,0.63,732.5,269,463.5,185.95,1417.5,131.18,1531.7,213.6,1318.1,415.4,1.3,414.1,4005.5,14.62,3990.88,6804.2,37770.92,12115.2,11970.29,4.7,109.28,0.03,3.35,2.9,108.51,3.74,3.08,6297.68,6181.19,67664.4,47214.2,20450.2,4804.57,4755.27,14.66,5,13.59,5.4,9.91,1.99,64.39,69.61,75.74,67.83,-0.78,-0.46,-0.31,-0.38,-35.61,-30.39,-24.26,-32.17,7.86,7.88,7.81,7.83,96.41,4.95,3.2
2012-11-01,50098,38136,3041,227,8552,188257,123799,64457,151625,107993,43632,58488,19464,39023.36,176793,131779,45014,22062,21898,164,26.14,155.8,167.79,40.61,125.53,323.5,44.3,88512.18,0.5,808.3,254.9,553.4,140.25,1167.66,120.11,1431.1,196.2,1234.9,367.96,1.61,366.35,4373.46,16.23,4357.23,6711.2,44939.51,12759.13,12685.18,4.48,109.27,-0.01,3.11,2.89,108.86,3.73,3.41,6281.1,6166.1,68471.6,47183.9,21287.7,3301.63,6166.87,14.67,5,13.55,5.41,10.12,2.23,64.08,69.38,75.73,67.55,-0.59,-0.16,-0.37,0.05,-35.92,-30.62,-24.27,-32.45,7.86,7.88,7.86,7.9,99.13,3.19,3.2
2012-12-01,52025,41155,3490,217,7015,191745,124997,66748,154832,111080,43752,62962,21227,41735.07,181825,136673,45152,21144,20968,176,32.7,216.09,151.35,36.69,113.61,322.93,80.23,154348.9,0.52,823.7,263.8,559.9,252.86,1965.42,128.65,1409.5,162.2,1247.3,409.23,1.47,407.76,4782.69,17.7,4764.99,6693.8,49785.1,22191.79,21651.1,4.65,109.86,0.54,3.45,3.45,109.2,3.73,3.73,6304.9,6193.3,67211,47094,20117,3962.84,6764.19,14.76,5,13.47,5.38,9.69,1.87,63.71,69.32,75.61,67.51,-0.51,0.4,-0.41,0.81,-36.29,-30.68,-24.39,-32.49,7.88,7.91,7.88,7.91,103.96,2.64,3.15
2013-01-01,50494,38376,3326,217,8429,194533,127798,66735,154546,110325,44221,60519,20209,40310.34,180524,134928,45596,23062,22915,147,47.55,330.6,143.84,44.3,135,328.15,85.72,174973.5,0.49,828.2,246.4,581.8,224.95,1760.89,127.75,1465.6,205.1,1260.5,357.87,1.53,356.34,357.87,1.53,356.34,6649.7,36136.39,13254.06,12964.25,4.53,110.4,0.49,3.86,0.49,109.32,3.76,0.12,6264.98,6155.08,70142.22,47992.82,22149.4,4608.82,3218.86,14.67,5,13.52,5.42,9.3,1.5,63.52,69.16,75.45,67.38,-1.28,-0.34,-0.44,-0.25,-36.48,-30.84,-24.55,-32.62,7.87,7.89,7.8,7.83,99.05,4.23,4.23
2013-02-01,48882,37731,3303,217,7483,195956,129105,66851,155964,111354,44609,60765,20212,40552.37,181971,135983,45988,22051,21867,184,67.11,476,141,45.7,137.7,331.88,93.06,182002.8,0.51,796,226.8,569.2,218.25,1565.08,139.45,1337.5,193.7,1143.8,351.17,1.29,349.88,709.04,2.82,706.22,7276.7,19100.58,19820.61,19807.94,4.41,111.3,0.82,4.18,1.31,109.8,3.89,0.55,6934.4,6825.3,70734.21,49634.31,21099.9,3193.69,4064.27,14.68,5,13.5,5.45,8.94,1.21,63.09,68.48,74.7,66.72,-1.58,-1.67,-1.03,-1.81,-36.91,-31.52,-25.3,-33.28,7.81,7.84,7.82,7.85,98.8,4.07,4.15
2013-03-01,50257,41343,3469,217,5080,194304,127523,66781,156955,112534,44421,62296,21153,41142.33,183909,138154,45755,19726,19540,186,75.76,515.5,146.97,53.4,162.1,329.43,176.59,366814.9,0.48,982.1,271.6,710.5,219.63,1660.49,132.27,1346,182.6,1163.4,424.05,1.68,422.37,1133.09,4.5,1128.59,7279.8,26508.91,21129.78,20973.79,4.59,111.83,0.48,4.34,1.79,110.36,3.9,1.06,6908.3,6800.36,68374.25,49623.95,18750.3,4343.46,4308.3,14.79,5,13.5,5.46,8.78,1.07,62.81,68.12,74.43,66.34,-1.67,-1.49,-0.68,-1.68,-37.19,-31.88,-25.57,-33.66,7.8,7.82,7.76,7.79,101.71,0.61,2.92
2013-04-01,49692,39967,3118,217,6235,197387,129973,67414,158678,112556,46122,60793,20381,40412.34,184951,137459,47492,20927,20772,155,94.34,614.7,153.47,50.4,154.1,327.06,136.41,277132.8,0.49,888.8,263.6,625.2,183.03,1508.21,121.35,1610.1,223,1387.1,451.24,1.98,449.26,1584.33,6.48,1577.85,7220.8,35675.09,28044.17,27956.09,4.85,112.02,0.17,4.13,1.97,110.55,3.8,1.24,6953.5,6846.12,70515.02,49619.22,20895.8,4964.03,5368.38,14.68,5.25,13.53,5.45,9.03,1.27,62.53,68,74.17,66.26,-2.35,-1.67,-1.75,-1.59,-37.47,-32,-25.83,-33.74,7.78,7.81,7.77,7.79,101.18,6.38,3.77
2013-05-01,51005,38711,4231,217,7683,199812,131831,67981,161500,113621,47879,60675,20122,40552.9,187595,138313,49282,22916,22643,273,95.08,605.6,156.99,51.6,159.6,323.31,135.85,279754.4,0.49,965.3,246.1,719.2,255.28,2141.54,119.21,1596.2,261.7,1334.5,476.99,2.03,474.96,2061.32,8.51,2052.81,7252.9,34899.04,17564.13,17499.46,4.71,112.32,0.27,4.27,2.24,110.79,3.83,1.46,6937.8,6832,70664.19,49481.19,21183,3738.28,4643.2,14.67,5.25,13.59,5.44,8.94,1.12,62.42,67.67,73.91,65.91,-2.73,-1.61,-2.41,-1.31,-37.58,-32.33,-26.09,-34.09,7.78,7.8,7.78,7.8,99.5,4.11,3.84
2013-06-01,51034,39537,3291,217,7826,201412,132053,69359,161472,114343,47129,60781,20100,40680.39,187636,139108,48528,23104,22826,278,90.93,591.2,153.8,37.5,115,326.09,72.3,146331.4,0.49,808,253.8,554.2,171.87,1440.66,119.3,1382.5,180.7,1201.8,417.2,1.24,415.96,2478.52,9.75,2468.77,7070.9,52611.59,17169.86,17152.69,4.87,113.02,0.62,4.79,2.88,111.31,3.92,1.93,6973.68,6870.67,71470.63,49458.53,22012.1,3185.75,4706.07,14.74,5.25,13.62,5.46,8.42,0.64,62.41,67.21,73.77,65.37,-3.29,-2.41,-3.1,-2.14,-37.59,-32.79,-26.23,-34.63,7.81,7.83,7.83,7.84,96.71,2.75,3.66
2013-07-01,52339,39251,3173,217,9539,206273,133656,72617,163234,115216,48018,60590,20194,40395.97,189480,140057,49423,24412,24134,278,80.58,524.3,153.7,42.1,127.2,330.97,43.95,93447.4,0.47,827.8,254.6,573.2,214.27,1693.43,126.53,1532.3,241.9,1290.4,445.76,1.8,443.96,2924.28,11.55,2912.73,6727.1,78860.45,18302.23,18209.94,4.88,113.36,0.3,4.74,3.19,111.63,3.85,2.22,6650.9,6548.5,71977.68,49429.28,22548.4,5431.09,6093.95,14.66,5.25,13.62,5.45,8.48,0.68,62.29,67.07,73.56,65.25,-2.67,-2.2,-2.46,-2.06,-37.71,-32.93,-26.44,-34.75,7.81,7.83,7.83,7.85,98.59,3.87,3.69
2013-08-01,52672,39034,3790,207,9473,207514,134887,72627,165183,116329,48854,61221,20185,41035.66,191409,141179,50230,24773,24480,293,66.72,436.2,152.96,55.7,168.6,330.37,45.92,95340.4,0.48,804.4,259,545.4,122.84,980.31,125.31,1387.2,202.4,1184.8,456.34,1.1,455.24,3380.62,12.65,3367.97,6745.8,67309.45,14924.33,14868.91,4.85,113.52,0.14,4.42,3.33,111.74,3.65,2.33,6639.77,6537.36,72468.54,49414.04,23054.5,3520.07,4321.74,14.69,5.25,13.62,5.47,8.82,1.01,62.89,67.77,74.29,65.94,-2.6,-2.17,-2.12,-2.12,-37.11,-32.23,-25.71,-34.06,7.89,7.91,7.93,7.96,98.63,3.52,3.67
2013-09-01,51469,39361,2699,197,9052,209913,136472,73441,165127,117496,47631,60557,19727,40829.9,190950,141949,49001,24068,23779,289,40.45,268,150.94,54.4,162.4,334.98,21.25,46229,0.46,731.8,253.4,478.4,240.21,1939.29,123.86,1473.8,185.6,1288.2,420.7,1.6,419.1,3801.32,14.25,3787.07,6583.6,56373.06,14596.5,14314.98,4.87,113.85,0.29,4.21,3.63,111.95,3.52,2.52,6620.5,6518.1,72984.9,49408.8,23576.1,3481.95,4307.16,14.68,5.25,13.63,5.5,9.04,1.24,63.11,68.04,74.45,66.23,-3.29,-3.31,-2.82,-3.4,-36.89,-31.96,-25.55,-33.77,7.93,7.95,7.92,7.96,97.72,3.94,3.7
2013-10-01,51177,40468,3428,177,6941,210441,136103,74337,165936,117007,48928,60333,20295,40037.77,192376,142069,50308,22926,22631,295,16.68,112.9,147.75,64.1,198.5,322.92,21.45,43178,0.5,767.1,256.7,510.4,196.64,1628.71,120.74,1604.9,222.8,1382.1,480.04,1.3,478.74,4281.36,15.55,4265.81,6657.8,56305.39,13775.98,13682.7,4.72,113.82,-0.03,4.15,3.6,112.29,3.48,2.83,6623.4,6521.19,71202.6,49408.8,21793.8,5345.72,4388.46,14.66,5,13.66,5.47,9.13,1.26,63.1,68.37,74.53,66.63,-2,-1.78,-1.6,-1.77,-36.9,-31.63,-25.47,-33.37,7.95,7.97,7.9,7.93,99.57,3.28,3.66
2013-11-01,50921,39737,4725,167,6128,212788,137498,75290,166334,117713,48621,61051,20472,40579.22,192988,142985,50003,23464,23165,299,13.16,100.9,130.46,50,148.6,336.47,43.04,79371.8,0.54,803,256.7,546.3,178.96,1529.33,117.02,1443.5,183.3,1260.2,376.59,1.7,374.89,4657.95,17.25,4640.7,6957.6,27442,13386.03,12861.34,4.69,114.33,0.45,4.63,4.07,112.76,3.58,3.27,6807.41,6706.59,71979.8,49406.8,22573,3486.66,5495.16,14.7,5,13.68,5.5,8.65,0.83,62.18,67.34,73.69,65.55,-2.96,-2.94,-2.7,-2.95,-37.82,-32.66,-26.31,-34.45,7.88,7.91,7.88,7.91,102.38,3.28,3.62
2013-12-01,57302,43069,5865,127,8075,213220,138353,74867,171038,121306,49732,65258,21965,43293.09,199183,148078,51105,25094,24790,304,24.18,186.1,129.91,46.5,133.4,348.58,66.33,145691.2,0.46,825.7,280.4,545.3,195.26,1616.16,120.82,1335.9,175.2,1160.7,447.25,1.3,445.95,5105.21,18.55,5086.66,7272.6,40167.83,12978.02,12965.99,4.77,114.68,0.31,4.39,4.39,113.08,3.56,3.56,7070.23,6973.07,73425.8,49406.8,24019,3574.3,7353.39,14.81,5,13.7,5.46,8.92,1.03,61.7,66.98,73.3,65.2,-3.15,-3.38,-3.05,-3.42,-38.3,-33.02,-26.7,-34.8,7.85,7.87,7.84,7.87,106.15,2.1,3.49
2014-01-01,56185,40923,4893,127,10073,215414,140495,74919,170217,120562,49655,63240,20893,42347.19,197347,146351,50997,28068,27756,312,43.67,351.35,124.29,43.91,132.64,331.05,91.55,197236.47,0.46,835.4,256.9,578.5,317.6,2619.22,121.26,1547.9,204.6,1343.3,394.19,1.6,392.59,394.19,1.6,392.59,7164.6,48981.25,11091.49,10366.4,4.73,114.97,0.25,4.14,0.25,113.09,3.44,0.01,7045.47,6948.87,78578.9,49041.8,29537.1,4935.74,3427.18,14.68,5,13.78,6.06,9.26,1.84,61.67,67,73.33,65.18,-2.9,-3.12,-2.81,-3.27,-38.33,-33,-26.67,-34.82,7.83,7.85,7.79,7.81,102.8,3.79,3.79
2014-02-01,54684,40293,5097,127,8997,216615,141845,74771,171762,120638,51124,62948,20930,42017.89,198869,146437,52432,27077,26759,318,55.11,407.24,135.34,46.38,140.43,330.27,90.2,206670.59,0.44,805.7,262.7,543,205.87,1718.15,119.82,1356.3,191.4,1164.9,383.94,1.4,382.54,778.13,3,775.13,7163.9,31347.24,15329.97,15273.97,4.56,115.2,0.2,3.5,0.45,113.35,3.23,0.23,7023.7,6926.8,78361.1,51132.1,27229,3315.39,3706.58,14.69,5,13.81,6.07,9.96,2.48,61.09,66.15,72.13,64.42,-3.16,-3.41,-3.45,-3.45,-38.91,-33.85,-27.87,-35.58,7.75,7.77,7.72,7.75,102.55,3.8,3.79
2014-03-01,54618,40800,5136,117,8387,218569,143230,75339,172519,121309,51210,63268,21177,42090.47,199907,147417,52490,25679,25349,330,84.68,556.38,152.2,60.86,185.36,328.33,111.21,246572.36,0.45,1036.3,319.9,716.4,266.62,2173.63,122.66,1475.5,189.3,1286.2,459.23,1.8,457.43,1237.36,4.8,1232.56,7110.7,31569.69,21019.07,20914.39,4.46,115.46,0.23,3.25,0.68,113.85,3.17,0.68,7028.1,6931.7,78072.32,53103.52,24968.8,4370.11,4762.63,14.8,4.75,13.8,5.5,10.22,2.18,61.12,65.99,71.4,64.42,-2.69,-3.14,-4.08,-2.9,-38.88,-34.01,-28.6,-35.58,7.72,7.74,7.71,7.74,106.7,4.9,4.17
2014-04-01,53817,41308,4712,107,7514,221053,144055,76998,173583,122625,50958,63909,21259,42649.97,201113,148845,52268,24477,24286,191,82.38,515.84,159.7,61.94,192.34,322.03,87.94,197669.67,0.44,939.6,288,651.6,176.64,1438.75,122.77,1521.3,209.6,1311.7,490.68,1.9,488.78,1728.05,6.7,1721.35,7214.9,15732.2,30282.47,30176.06,4.51,115.68,0.19,3.27,0.87,114.03,3.14,0.84,7026.55,6930.07,79082.08,55790.88,23291.2,5327.78,5569.59,14.72,4.75,13.81,5.5,10.21,2.16,61.36,66.35,71.63,64.81,-1.87,-2.43,-3.42,-2.18,-38.64,-33.65,-28.37,-35.19,7.74,7.76,7.71,7.73,104.78,3.55,4.01
2014-05-01,52268,41220,4606,107,6158,221716,143679,78037,174603,123014,51589,63795,21311,42484.24,202214,149288,52926,23114,22931,183,94.3,529.8,177.99,54.34,167.6,324.22,89.85,188157.16,0.48,946.5,280.2,666.3,230.5,1869.38,123.3,1668.2,260.8,1407.4,494.06,2,492.06,2222.1,8.7,2213.4,7174.4,4624.62,46779.3,46097.98,4.19,115.94,0.22,3.22,1.1,114.16,3.04,0.95,7016.3,6920.5,78797.76,56741.06,22056.7,3765.51,5256.92,14.71,4.75,13.83,5.51,10.28,2.22,61.34,66.31,71.43,64.82,-1.72,-2.01,-3.35,-1.66,-38.66,-33.69,-28.57,-35.18,7.72,7.75,7.77,7.8,104.43,4.96,4.2
2014-06-01,54317,42356,4120,97,7566,224240,145557,78683,175372,124357,51015,64062,21078,42984.53,202733,150383,52350,24268,24080,188,78.93,443.89,177.8,40.96,124.98,327.73,68.54,155889.23,0.44,891.3,271.3,620,204.65,1658.65,123.38,1442.7,196.4,1246.3,481.86,1.1,480.76,2703.96,9.8,2694.16,7096.4,29810.45,21723.37,21316.76,4.24,116.56,0.53,3.13,1.64,114.57,2.93,1.32,7029.08,6936.54,81378.28,56624.28,24754,3673.1,5181.66,14.78,4.5,13.84,5.5,10.38,2.3,61.68,66.64,71.93,65.11,-1.17,-0.85,-2.49,-0.41,-38.32,-33.36,-28.07,-34.89,7.79,7.82,7.76,7.79,101.04,4.48,4.25
2014-07-01,56296,41520,4742,77,9778,227878,147453,80425,177475,125223,52252,64423,21654,42768.98,205418,151949,53469,26941,26745,196,67.11,369.63,181.57,52.27,157.93,330.97,33.78,73845.63,0.46,948.6,308.2,640.4,207.14,1686.83,122.8,1620.3,226.6,1393.7,509.73,1.8,507.93,3213.69,11.6,3202.09,7132.7,61297.8,19479.8,18929.87,4.24,117.23,0.57,3.41,2.22,114.96,2.99,1.66,7001.63,6910.32,82046.21,56149.61,25896.6,5939.32,6091.69,14.68,4.5,13.87,5.46,10.11,1.98,61.05,66.11,71.7,64.5,-2,-1.43,-2.53,-1.15,-38.95,-33.89,-28.3,-35.5,7.76,7.79,7.79,7.81,103.76,5.24,4.39
2014-08-01,57390,42465,5773,57,8912,226157,146518,79639,179260,126200,53060,64361,21677,42684.2,207295,153036,54259,26233,26028,205,69.36,377.38,183.79,59.18,173.52,341.06,69.24,148739.47,0.47,874,299.2,574.8,203.48,1717.92,118.45,1462.7,169.3,1293.4,476.79,0.9,475.89,3690.48,12.5,3677.98,7248.1,39487.14,13650.9,13390.72,4.09,117.72,0.42,3.7,2.65,115.25,3.14,1.92,7011.66,6920.7,81693.51,55859.61,25833.9,3807.34,5440.76,14.73,4.5,13.74,5.46,9.68,1.7,60.93,65.91,71.76,64.23,-3.11,-2.74,-3.41,-2.59,-39.07,-34.09,-28.24,-35.77,7.79,7.81,7.74,7.77,102.17,3.58,4.29
2014-09-01,56908,41332,5109,20,10265,227873,148720,79153,179439,126580,52859,63880,21585,42294.87,207550,153439,54112,27844,27631,213,41.26,219.64,187.87,66.96,194.21,344.78,56.54,128561.39,0.44,883.5,290.8,592.7,171.58,1503.15,114.15,1542.4,181.5,1360.9,458.78,1.8,456.98,4149.26,14.3,4134.96,7149.2,47076.75,10729.02,10614.93,4.24,117.78,0.05,3.45,2.7,115.54,3.2,2.17,6985.08,6895.93,81257.33,55561.23,25696.1,3742.31,4386.3,14.68,4.5,13.73,5.48,9.94,1.96,60.29,64.9,70.83,63.19,-4.48,-4.62,-4.86,-4.59,-39.71,-35.1,-29.17,-36.81,7.71,7.73,7.64,7.67,101.76,4.13,4.27
2014-10-01,56716,42587,4857,10,9071,227782,148303,79479,178617,126006,52611,63876,22098,41778.86,207285,153414,53871,26970,26743,227,12.97,66.1,196.25,67.57,199.18,339.24,77.24,175007.57,0.44,883.3,297.3,586,194.07,1828.36,106.14,1575.2,187.1,1388.1,500.53,1.5,499.03,4649.79,15.8,4633.99,7097.5,35033.28,16709.24,15803.17,4.08,117.96,0.15,3.64,2.86,115.93,3.24,2.51,6996.5,6908.1,82777.29,54920.99,27856.3,5378.12,3708.89,14.67,4.5,13.73,5.49,9.74,1.79,59.41,63.73,69.88,61.96,-5.84,-6.79,-6.23,-7.01,-40.59,-36.27,-30.12,-38.04,7.63,7.65,7.58,7.62,103.88,4.33,4.28
2014-11-01,56610,42706,4539,10,9169,229938,149083,80855,180500,127644,52857,65388,22247,43141.16,209301,155101,54201,26953,26725,228,15.38,83.87,183.4,49.86,151.7,328.68,64.52,136819.03,0.47,839.2,280.4,558.8,173.68,1865.88,93.08,1556.1,183.6,1372.5,398.28,1.5,396.78,5048.08,17.3,5030.78,7053.5,21299.89,19039.83,18164.19,4.16,118.19,0.19,3.38,3.06,116.31,3.15,2.86,7017.9,6930.6,81112.99,54823.29,26289.7,3687.07,5185.94,14.6,4,13.7,5.49,9.99,2.04,58.79,62.91,69.53,61.02,-5.44,-6.58,-5.65,-6.91,-41.21,-37.09,-30.47,-38.98,7.6,7.63,7.63,7.66,107.12,4.63,4.31
2014-12-01,59833,46811,5080,10,7743,233087,150568,82518,184250,131401,52848,69801,24062,45739.03,214868,160799,54069,24587,24350,237,23.07,124.25,185.69,47.59,140.65,338.36,111.04,261407.31,0.42,920.1,326.1,594,197.1,2670.95,73.79,1513.2,174.7,1338.5,496.02,1.5,494.52,5544.1,18.8,5525.3,7333.4,42736.13,15320.68,15127.8,4.21,118.06,-0.11,2.95,2.95,116.69,3.19,3.19,7039.3,6955.6,81113.2,57623.3,23489.9,4103.21,8100.55,14.76,4,13.64,5.46,10.39,2.44,58.57,62.09,69.28,60.05,-5.08,-7.3,-5.49,-7.9,-41.43,-37.91,-30.72,-39.95,7.61,7.63,7.58,7.61,112.35,5.84,4.44
2015-01-01,57965,44561,4430,10,8776,237887,154186,83701,185208,132610,52598,69385,23419,45966.77,215301,161468,53833,26128,25886,242,54.16,291.52,185.78,43.91,132.64,331.05,82.87,194432.04,0.43,879.2,295.3,583.9,132.58,2129.53,62.26,1358.9,167.9,1191,407.43,1.5,405.93,407.43,1.5,405.93,7656,41099.47,14336.77,14054.66,3.75,117.64,-0.36,2.32,-0.36,116.66,3.16,-0.02,7356.32,7273.72,84991.79,59864.09,25127.7,4998.97,3920.05,14.69,4,13.6,5.45,11.02,3.06,58.64,62.15,69.27,60.11,-4.92,-7.24,-5.53,-7.78,-41.36,-37.85,-30.73,-39.89,7.63,7.65,7.64,7.67,107.77,4.83,4.83
2015-02-01,59661,45127,4366,10,9971,240716,156135,84582,186996,133600,53397,69938,23485,46453.28,217252,162619,54634,27439,27192,247,60.59,338.71,178.89,46.38,140.43,330.27,114.74,301296.37,0.38,885.1,286.6,598.5,143.47,2115.22,67.83,1293.8,162.6,1131.2,431.98,0.6,431.38,839.41,2.1,837.31,7625.4,26211.49,21526.09,21506.87,3.79,118.01,0.31,2.44,-0.04,116.98,3.21,0.25,7404.4,7322.14,87223.18,59566.58,27656.6,3560.64,4809.77,14.68,3.5,13.48,5.45,10.78,2.94,58.72,61.87,68.96,59.84,-3.88,-6.47,-4.39,-7.11,-41.28,-38.13,-31.04,-40.16,7.63,7.66,7.61,7.64,107.15,4.49,4.66
2015-03-01,59919,45996,5344,10,8374,242995,157317,85678,190076,135571,54505,71208,24234,46973.45,221249,165467,55781,25174,24910,264,83.06,491.77,168.9,60.86,185.36,328.33,53.33,123451.28,0.43,1005,343.5,661.5,179.07,2547.31,70.3,1532.1,198.1,1334,556.48,1.5,554.98,1395.89,3.6,1392.29,7770.3,50541.8,18285.88,18224.93,3.82,118.26,0.21,2.43,0.17,117.4,3.12,0.61,7382.33,7300.93,85244.63,62675.13,22569.5,4540.91,5747.26,14.66,3.5,13.37,5.45,10.69,2.95,58.82,61.39,69.04,59.21,-3.76,-6.97,-3.31,-8.09,-41.18,-38.61,-30.96,-40.79,7.61,7.64,7.62,7.65,111.76,4.74,4.69
2015-04-01,58465,46211,4791,10,7252,245133,157677,87456,192657,136920,55737,71408,23774,47634.37,223431,166373,57058,24546,24269,277,85.6,502.57,170.33,61.94,192.34,322.03,89.96,221381.84,0.41,914.6,287.5,627.1,140.36,1967.21,71.35,1430.5,176.5,1254,503.85,1.5,502.35,1899.74,5.1,1894.64,7721.3,26338.63,23910.26,23903.89,3.62,118.66,0.34,2.58,0.51,117.62,3.15,0.8,7496.05,7414.25,85874.54,62650.44,23224.1,5357.29,5539.61,14.66,3.5,13.29,5.43,10.44,2.78,59.35,62.07,69.54,59.94,-3.27,-6.44,-2.91,-7.51,-40.65,-37.93,-30.46,-40.06,7.69,7.72,7.73,7.76,107.64,2.73,4.19
2015-05-01,59858,46694,4197,10,8750,247412,159407,88006,193479,137229,56250,73155,25249,47905.73,225661,168026,57635,25827,25538,289,91.87,551.46,166.6,54.34,167.6,324.22,142.62,350232.95,0.41,997.8,280.3,717.5,186.92,2297.09,81.37,1544.2,204.9,1339.3,518.95,1.5,517.45,2418.69,6.6,2412.09,7649.8,17564.74,75528.98,41797.95,3.46,118.9,0.2,2.55,0.71,117.81,3.2,0.97,7484.72,7404.12,87001.44,62079.74,24921.7,3748.55,5015.02,14.82,3.5,13.21,5.49,10.39,2.86,59.33,62,69.28,59.92,-3.28,-6.5,-3.02,-7.56,-40.67,-38,-30.72,-40.08,7.66,7.7,7.65,7.68,106.68,2.16,3.79
2015-06-01,60072,46825,4963,10,8069,248446,160549,87898,193884,138434,55450,72543,24517,48025.61,225459,168585,56874,25104,24813,291,80.1,492.48,162.64,40.96,124.98,327.73,90.98,229850.74,0.4,910.4,283.6,626.8,135.12,1764.82,76.56,1450,178.1,1271.9,536.3,1.1,535.2,2954.99,7.7,2947.29,7717.7,32139.35,55740.17,36710.05,3.25,119.34,0.37,2.39,1.08,118.29,3.25,1.38,7485.79,7408.19,84244.08,61723.48,22520.6,3847.89,4742.94,14.73,3.25,13.15,5.49,10.51,3.03,59.07,61.43,68.77,59.33,-4.24,-7.82,-4.39,-8.86,-40.93,-38.57,-31.23,-40.67,7.63,7.66,7.61,7.64,105.59,4.51,3.9
2015-07-01,60881,47924,4454,10,8297,251221,162722,88499,194620,139675,54945,73011,25060,47950.65,226817,170350,56467,25899,25608,291,71.25,420.61,169.4,52.27,157.93,330.97,79.86,199618.45,0.4,965.2,316.7,648.5,187.43,2474.13,75.75,1640.7,197.2,1443.5,573.71,1.5,572.21,3528.71,9.2,3519.51,7584.5,36637.52,34959.28,34627.28,3.16,119.95,0.51,2.32,1.6,118.75,3.3,1.77,7451.64,7374.84,87918.51,61348.31,26570.2,5986.3,5553.78,14.68,3.25,13.12,5.48,10.55,3.09,58.77,60.67,68.38,58.48,-3.73,-8.23,-4.64,-9.33,-41.23,-39.33,-31.62,-41.52,7.63,7.66,7.63,7.66,108.69,4.76,4.03
2015-08-01,59617,45927,4817,20,8652,253467,163350,90117,195349,139534,55815,72016,25009,47006.97,227665,170195,57470,26980,26677,303,57.84,347.56,166.43,59.18,173.52,341.06,34.17,87337.62,0.39,878.3,310.9,567.4,112.94,1779.67,63.46,1454.5,181.8,1272.7,527.34,0.9,526.44,4056.05,10.1,4045.95,7572.6,17605.37,26945.24,26627.93,3.04,120.03,0.07,1.96,1.67,118.98,3.24,1.97,7429.95,7352.75,85856.71,61346.11,24510.6,3767.7,5119.68,14.69,3.25,13.09,5.48,10.91,3.45,58.65,60.1,68.16,57.82,-3.74,-8.82,-5.01,-9.98,-41.35,-39.9,-31.84,-42.18,7.63,7.66,7.67,7.71,107.51,5.23,4.17
