fecha,base_monetaria_amplia,base_monetaria_restringida,pasivos_por_encaje_legal_en_me,otros_depositos_a_corto_plazo,otros_valores_a_corto_plazo,credito_total,credito_en_mn,credito_en_me,depositos_totales,depositos_en_mn,depositos_en_me,agregado_monetario_m1,billetes_y_monedas_en_poder_del_publico,depositos_transferibles_en_mn,agregado_monetario_m3,agregado_monetario_m2,cuasidinero_en_me,titulos_emitidos_por_el_banco_central_total,titulos_emitidos_por_el_banco_central_en_mn,titulos_emitidos_por_el_banco_central_en_me,cafe_valor_exportado,cafe_volumen_exportado,cafe_precio_promedio_de_exportacion,banano_valor_exportado,banano_volumen_exportado,banano_precio_promedio_de_exportacion,azucar_valor_exportado,azucar_volumen_exportado,azucar_precio_promedio_de_exportacion,exportaciones_totales,exportaciones_de_bienes_para_la_elaboracion,exportaciones_de_mercancias_generales,hidrocarburos_valor_importado,hidrocarburos_volumen_importado,hidrocarburos_precio_promedio_de_importacion,importaciones_totales,importaciones_de_bienes_para_la_elaboracion,importaciones_de_mercancias_generales,remesas_ingreso,remesas_egreso,remesas_neto,remesas_ingreso_acumulado,remesas_egreso_acumulado,remesas_neto_acumulado,rin_del_banco_central,mercado_primario,mercado_secundario_total,mercado_de_reportos,expectativas_de_inflacion,ipc_general,ipc_variacion_mensual,ipc_variacion_interanual,ipc_variacion_acumulada_con_diciembre_anterior,isi,isi_variacion_interanual,isi_variacion_acumulada,deuda_externa,deuda_externa_gc,deuda_interna_bruta,deuda_interna_gc,deuda_interna_bc,ingresos_totales_gc,gastos_totales_gc,encaje_efectivo_en_mn,tasa_de_politica_monetaria,tasa_de_interes_activa_nominal_en_mn,tasa_de_interes_pasiva_nominal_en_mn,tasa_de_interes_activa_real_en_mn,tasa_de_interes_pasiva_real_en_mn,itcer_con_usa,itcer_global,itcer_con_la_region_capard,itcer_con_el_resto_del_mundo,itcer_con_usa_variacion_interanual,itcer_global_variacion_interanual,itcer_con_la_region_capard_variacion_interanual,itcer_con_el_resto_del_mundo_variacion_interanual,itcer_con_usa_variacion_con_el_ano_base,itcer_global_variacion_con_el_ano_base,itcer_con_la_region_capard_variacion_con_el_ano_base,itcer_con_el_resto_del_mundo_variacion_con_el_ano_base,tipo_de_cambio_de_compra_promedio_del_mes,tipo_de_cambio_de_venta_promedio_del_mes,tipo_de_cambio_de_compra_fin_de_mes,tipo_de_cambio_de_venta_fin_de_mes,imae,imae_variacion_interanual,imae_variacion_acumulada
2015-09-01,59116,44548,4500,20,9847,256521,165704,90817,195079,139927,55152,71185,24703,46481.65,227350,170351,56999,29070,28757,313,29.88,182.11,164.07,66.96,194.21,344.78,38.96,102466.83,0.38,814.6,280.4,534.2,135.55,2167.81,62.53,1536.4,183.6,1352.8,538.35,1.4,536.95,4594.4,11.5,4582.9,7536.1,36812.17,28990.59,28823.11,3.06,119.99,-0.03,1.88,1.63,119.17,3.15,2.13,7403.55,7326.55,85853.51,61294.91,24558.6,3657.14,4298.58,14.7,3.25,13.13,5.49,11.05,3.55,58.89,60.23,68.33,57.94,-2.31,-7.19,-3.54,-8.3,-41.11,-39.77,-31.67,-42.06,7.67,7.7,7.68,7.73,106.65,4.8,4.24
2015-10-01,59282,46909,4723,20,7431,256627,165030,91597,195040,140748,54292,71580,25072,46508.14,227653,171554,56099,27378,27062,316,11.39,73.36,155.28,67.57,199.18,339.24,34.87,102757.31,0.34,825,300,525,134.28,2190.27,61.31,1548.3,182.6,1365.7,583.76,1.6,582.16,5178.17,13.1,5165.07,7564.4,27250.65,31050.84,31050.84,2.94,120.59,0.5,2.23,2.14,119.56,3.14,2.47,7400.3,7323.48,86467.71,61294.91,25172.8,5469.64,4583.29,14.69,3,13.12,5.49,10.65,3.19,58.5,60.2,68.29,57.91,-1.54,-5.54,-2.28,-6.54,-41.5,-39.8,-31.71,-42.09,7.66,7.69,7.64,7.67,108.43,4.39,4.26
2015-11-01,57899,46809,3989,20,6883,258236,166013,92223,195888,141606,54282,72818,25265,47552.97,228781,172695,56086,26950,26630,320,11.41,78.02,146.24,49.86,151.7,328.68,46.43,124450.82,0.37,786.4,286.2,500.2,137.82,2345.99,58.75,1462.1,152,1310.1,508.66,1.8,506.86,5686.83,14.9,5671.93,7421.7,16844,42457.06,42261.37,3.02,121.16,0.47,2.51,2.63,119.97,3.15,2.82,7377.1,7301,84191.11,61292.91,22898.2,3762.42,4109.87,14.67,3,13.12,5.5,10.35,2.91,57.81,59.28,67.59,56.93,-1.67,-5.78,-2.79,-6.7,-42.19,-40.72,-32.41,-43.07,7.63,7.66,7.58,7.62,111.46,4.05,4.24
2015-12-01,62499,51700,4933,20,5643,259520,166626,92894,199633,145030,54603,76929,27063,49865.94,234399,177961,56438,24741,24409,332,25.88,181.58,142.53,47.59,140.65,338.36,41.79,100236.51,0.42,813.2,282.4,530.8,106.71,2031.85,52.52,1389.4,181.5,1207.9,598.15,1.3,596.85,6284.98,16.2,6268.78,7751.2,27626.26,35753.11,35645.29,3.17,121.68,0.43,3.07,3.07,120.37,3.16,3.16,7489.9,7417.1,85178.16,61623.26,23554.9,4081.65,6451.35,14.85,3,13.06,5.43,9.7,2.29,57.17,58.48,67,56.09,-2.39,-5.81,-3.29,-6.6,-42.83,-41.52,-33,-43.91,7.6,7.63,7.63,7.68,115.28,2.61,4.09
2016-01-01,60603,49818,4186,20,6381,262624,169407,93217,200087,144710,55377,75264,26054,49209.96,233929,176701,57228,26088,25752,336,43.35,290.37,149.29,49.76,152.94,325.4,79.69,196305.95,0.41,833.7,268.8,564.9,101.6,2272.51,44.71,1274.6,162.5,1112.1,481.96,1.3,480.66,481.96,1.3,480.66,7680.4,33712.75,22754.38,22075.46,3.62,122.79,0.91,4.38,0.91,120.34,3.15,-0.03,7447.45,7375.4,87247.52,62824.52,24423,5331.92,3934.69,14.7,3,13.08,5.5,8.34,1.08,57,58.05,66.67,55.57,-2.79,-6.59,-3.76,-7.55,-43,-41.95,-33.33,-44.43,7.63,7.67,7.65,7.69,109.73,1.83,1.83
2016-02-01,60832,49419,4378,20,6813,264627,171734,92892,203027,145886,57141,75933,26119,49813.95,237089,178053,59036,26576,26231,345,60.18,396.76,151.67,51.83,160.1,323.76,79.07,214780.45,0.37,842.3,278.1,564.2,98.2,2225.33,44.13,1269,165.3,1103.7,558.04,1.5,556.54,1040,2.8,1037.2,7636,30606.43,19159.47,19154.4,3.94,123.05,0.21,4.27,1.13,120.72,3.2,0.29,7430.37,7357.46,88465.08,63361.88,25103.2,3597.34,4421.1,14.68,3,13.07,5.5,8.44,1.18,57.04,58.22,66.6,55.81,-2.87,-5.89,-3.42,-6.74,-42.96,-41.78,-33.4,-44.19,7.65,7.68,7.67,7.71,109.46,2.15,1.99
2016-03-01,60867,49070,4105,20,7463,266382,173926,92456,204347,146727,57621,76055,26277,49777.6,238704,179087,59617,26894,26531,363,68.36,430.99,158.61,63.35,195.88,323.42,110.04,301178.46,0.37,938.7,304.6,634.1,153.09,2976.27,51.44,1388.2,160.5,1227.7,622.99,1.4,621.59,1662.98,4.2,1658.78,7586.1,39781.31,18220.88,18184.48,3.94,123.3,0.2,4.26,1.33,121.25,3.28,0.73,7410.78,7337.78,90121.21,64492.51,25628.7,4515.13,4829.89,14.68,3,13.11,5.49,8.49,1.18,57.56,59.15,66.91,56.9,-2.15,-3.64,-3.08,-3.9,-42.44,-40.85,-33.09,-43.1,7.7,7.73,7.69,7.72,112.96,1.08,1.68
2016-04-01,61081,51341,4796,20,4716,263732,171398,92334,205352,147829,57523,76501,26339,50161.46,239813,180308,59505,24721,24350,371,91.76,563.25,162.91,62.83,194.59,322.89,82.87,212787.57,0.39,914.2,288.5,625.7,138.03,2490.57,55.42,1442.7,168.4,1274.3,609.31,1.2,608.11,2272.3,5.4,2266.9,7675.3,28788.8,17868.03,17750.33,4.18,123.51,0.17,4.09,1.5,121.42,3.23,0.87,7401.01,7327.41,87631.22,63932.02,23699.2,5562.53,4457.21,14.78,3,13.13,5.48,8.69,1.34,57.84,59.6,66.96,57.45,-2.55,-3.99,-3.71,-4.16,-42.16,-40.4,-33.04,-42.55,7.71,7.75,7.71,7.74,112.25,4.29,2.32
2016-05-01,61924,49072,4991,20,7632,266352,174468,91884,206086,147835,58251,75614,26019,49595.91,240265,179921,60344,27798,27425,373,75.29,468.12,160.83,56.13,172.93,324.6,93.77,257952.13,0.36,916.8,264.4,652.4,130.96,2175.86,60.19,1424.1,185.1,1239,625.3,1.3,624,2897.6,6.7,2890.9,8549.2,34526.83,26500.5,26247.77,4.15,124.08,0.46,4.36,1.97,121.71,3.31,1.12,8069.07,7996.17,86525.82,63416.92,23108.9,4748.28,4671.6,14.73,3,13.15,5.48,8.43,1.08,57.17,58.47,65.98,56.29,-3.63,-5.69,-4.75,-6.07,-42.83,-41.53,-34.02,-43.71,7.63,7.66,7.61,7.64,111.13,4.17,2.69
2016-06-01,62192,51777,4723,20,5466,266699,174709,91990,205789,149487,56302,76033,26069,49963.91,239876,181663,58212,26088,25710,378,79.34,475.33,166.92,52.07,157.39,330.85,74.07,189965.18,0.39,897.6,275.7,621.9,156.44,2401.28,65.15,1475.3,176.1,1299.2,614.66,1.4,613.26,3512.26,8.1,3504.16,8696.4,52129.23,20882.38,19005.08,4.33,124.63,0.44,4.43,2.42,122.11,3.23,1.45,8064.97,7994.87,88504.87,63603.67,24901.2,4069.69,5024.59,14.71,3,13.14,5.46,8.34,0.98,57.07,58.07,65.52,55.91,-3.39,-5.46,-4.72,-5.78,-42.93,-41.93,-34.48,-44.09,7.62,7.66,7.62,7.66,108.49,2.74,2.7
2016-07-01,64313,52664,5094,20,6333,267411,176318,91094,206531,149848,56682,76235,26848,49387.49,241279,182663,58616,27567,27189,378,79.22,458.39,172.82,51.31,156.01,328.91,29.12,73395.7,0.4,844.6,266.3,578.3,80.87,1339.32,60.38,1311.5,151.1,1160.4,536.12,1.1,535.02,4048.38,9.2,4039.18,8861,56664.21,13828.08,13349.75,4.28,125.49,0.69,4.62,3.13,122.56,3.21,1.82,8022.7,7952.6,91542.87,63695.67,27847.2,6502.51,6202.34,14.72,3,13.11,5.46,8.12,0.8,56.25,57.28,64.64,55.13,-4.29,-5.59,-5.47,-5.72,-43.75,-42.72,-35.36,-44.87,7.58,7.61,7.54,7.58,109.35,0.6,2.4
2016-08-01,63501,51318,4995,20,6965,269258,178354,90904,206615,150173,56442,75239,26403,48836.48,240985,182624,58361,28220,27834,386,60.48,365.75,165.36,73.67,221.79,332.18,53.69,130471.59,0.41,888.5,282.6,605.9,135.56,2262.59,59.91,1516.4,170.5,1345.9,619.23,1.2,618.03,4667.61,10.4,4657.21,8919.3,48687.78,13376.73,13245.16,4.4,125.72,0.18,4.74,3.32,122.66,3.09,1.9,8005.81,7935.81,89904.06,64022.86,25881.2,4389.72,5235.43,14.68,3,13.1,5.47,7.98,0.7,55.74,56.87,63.83,54.84,-4.96,-5.37,-6.35,-5.15,-44.26,-43.13,-36.17,-45.16,7.52,7.55,7.53,7.57,110.37,2.66,2.43
2016-09-01,64823,52902,5221,20,6478,268702,178432,90270,206530,150772,55758,75434,26419,49014.55,241021,183293,57728,27728,27333,395,40.43,241.33,167.55,70.44,217.71,323.54,48.59,124960.91,0.39,835.6,266.2,569.4,165.04,2612.56,63.17,1462,158.8,1303.2,607.67,1.2,606.47,5275.27,11.6,5263.67,9014.8,59790.29,14220.7,14205.37,4.43,125.46,-0.21,4.56,3.11,122.75,3,1.97,7996.81,7926.83,92480.28,64449.98,28030.3,3903.53,5061.03,14.69,3,13.12,5.48,8.19,0.88,55.91,56.77,63.66,54.76,-5.06,-5.75,-6.83,-5.5,-44.09,-43.23,-36.34,-45.24,7.51,7.54,7.5,7.54,109.79,2.94,2.49
2016-10-01,66608,52019,5565,20,8800,271802,181270,90532,208470,151287,57183,76042,26996,49045.65,243349,184297,59052,30434,30031,403,12.96,82.86,156.37,60.08,186.84,321.55,21.84,49747.39,0.44,709,226,483,138.16,2029.39,68.08,1401.3,159.8,1241.5,605.94,1.6,604.34,5881.21,13.2,5868.01,9063.2,66109.2,13605.94,13591,4.42,126.33,0.69,4.76,3.82,123.2,3.04,2.35,7962.48,7893.13,93571.68,64308.98,29262.7,5917.67,5461.7,14.68,3,13.1,5.49,7.96,0.7,55.39,56.18,62.94,54.2,-5.31,-6.68,-7.82,-6.4,-44.61,-43.82,-37.06,-45.8,7.48,7.51,7.49,7.52,110.34,1.75,2.41
2016-11-01,63825,51720,4382,20,7493,274573,182627,91946,209433,153034,56399,77747,27164,50582.68,244481,186205,58276,29721,29307,414,12.85,77.7,165.43,60.02,181.12,331.37,48.05,108018.49,0.44,853.8,295.6,558.2,139.9,2282.77,61.29,1554.7,169,1385.7,600.34,1.5,598.84,6481.56,14.7,6466.86,9003.6,39466.84,24822.93,24818.71,4.67,126.82,0.39,4.67,4.22,123.68,3.09,2.75,8014.39,7946.74,92273.44,65641.84,26631.6,4209.96,5779.69,14.7,3,13.08,5.49,8.03,0.78,55.15,55.35,62.7,53.21,-4.61,-6.63,-7.24,-6.53,-44.85,-44.65,-37.3,-46.79,7.49,7.52,7.49,7.53,114.99,3.17,2.48
2016-12-01,68741,59063,5579,40,3849,274601,179370,95231,211735,155662,56073,81587,29642,51945.12,249283,191351,57932,25281,24860,421,24.9,156.18,159.46,51.1,157.24,325,95.93,218073.6,0.44,974.5,312.2,662.3,170.61,2443.05,69.84,1483,182,1301,678.41,1.1,677.31,7159.97,15.8,7144.17,9160.4,57469.8,25476.08,25129.53,4.68,126.83,0.01,4.23,4.23,124.09,3.09,3.09,8015.5,7951.4,89681.44,65641.84,24039.6,4692.41,8001.04,14.82,3,13.03,5.44,8.44,1.16,55.16,55.07,62.66,52.87,-3.51,-5.84,-6.48,-5.74,-44.84,-44.93,-37.34,-47.13,7.49,7.52,7.53,7.57,120.7,4.7,2.68
2017-01-01,67623,54169,4699,40,8509,279745,185773,93972,210711,155117,55594,80079,28871,51208.19,247566,190101,57465,30006,29584,422,44.12,262.96,167.78,61.09,184.95,330.31,79.44,169555.55,0.47,879,275.1,603.9,167.01,2348.2,71.12,1431.8,165.9,1265.9,587.63,1.4,586.23,587.63,1.4,586.23,9065.2,75202.8,21781.52,21766.66,4.42,127.49,0.52,3.83,0.52,124.2,3.21,0.09,7983.97,7919.27,93548.44,66112.84,27435.6,5497.9,4252.42,14.69,3,13.05,5.45,8.88,1.56,55.28,55.03,62.63,52.79,-3.01,-5.2,-6.07,-5.01,-44.72,-44.97,-37.37,-47.21,7.5,7.53,7.45,7.49,115.43,5.19,5.19
2017-02-01,66579,54634,5704,40,5994,279250,185840,93410,211625,154989,56635,79999,29629,50370.09,249373,190885,58489,28469,27451,1018,68.66,394.68,173.96,61.41,186.89,328.62,96.64,224850.22,0.43,942,284.5,657.5,129.39,1838.1,70.39,1352.4,146.5,1205.9,613.9,1,612.9,1201.53,2.4,1199.13,9267.5,46975.65,23651.26,23500.58,4.4,127.92,0.34,3.96,0.86,124.52,3.15,0.35,7944.78,7880.2,92085.99,66892.09,25193.9,3886.45,4451.22,14.68,3,13.05,5.45,8.75,1.44,54.44,54.57,61.63,52.47,-4.56,-6.27,-7.46,-5.98,-45.56,-45.43,-38.37,-47.53,7.39,7.42,7.36,7.39,114.25,4.38,4.79
2017-03-01,67310,55393,5317,40,6350,281058,188359,92699,211524,155879,55645,80133,30114,50018.74,249828,192324,57504,28392,27024,1368,92.4,525.58,175.81,73.23,221.71,330.29,121.01,286143.43,0.42,1086.9,335.8,751.1,201.36,2959.62,68.04,1603.6,191.5,1412.1,739.82,1.3,738.52,1941.35,3.7,1937.65,9424.5,46414.89,35068.02,34782.81,4.22,128.23,0.24,4,1.1,125.05,3.13,0.77,7906.4,7842.1,96158.99,68276.89,27882.1,5250.89,4831.75,14.67,3,13.08,5.44,8.73,1.39,54.02,54.43,61.17,52.42,-6.16,-7.99,-8.58,-7.87,-45.98,-45.57,-38.83,-47.58,7.34,7.37,7.32,7.35,118.03,4.48,4.68
2017-04-01,69387,57942,5560,40,5632,281526,188480,93046,212423,157684,54738,82009,30575,51433.47,251199,194592,56607,28582,26543,2039,93.82,537.07,174.7,61.63,188.46,326.99,104,235199.16,0.44,947.1,279.7,667.4,186.18,2611.58,71.29,1346.8,163.6,1183.2,639.88,1.1,638.78,2581.23,4.8,2576.43,9792.7,34133.77,31017.12,30880.35,4.38,128.56,0.26,4.09,1.36,125.15,3.07,0.85,7870.29,7805.75,96874.67,68185.87,28688.8,5980.8,5430.09,14.7,3,13.08,5.42,8.64,1.28,53.89,54.46,60.92,52.52,-6.83,-8.63,-9.02,-8.57,-46.11,-45.54,-39.08,-47.48,7.32,7.35,7.32,7.35,114.68,2.16,4.05
2017-05-01,67888,55303,4953,40,7377,283635,191056,92579,214297,157521,56776,81224,30258,50966.62,252819,194157,58663,30894,28914,1980,94.13,545.53,172.55,65.76,197.79,332.47,95.56,206156.5,0.46,978,296.4,681.6,120.36,1843.58,65.29,1555.9,184.2,1371.7,747.43,1.8,745.63,3328.66,6.6,3322.06,9916,40186.81,35354.11,34680.01,4.2,128.96,0.31,3.93,1.68,125.29,2.94,0.96,7859.4,7794.59,96872.93,69530.83,27342.1,4173.75,5402.87,14.66,3,13.04,5.41,8.76,1.42,53.79,54.37,60.58,52.51,-5.93,-7.01,-8.19,-6.7,-46.21,-45.63,-39.42,-47.49,7.32,7.35,7.34,7.37,113.73,2.34,3.7
2017-06-01,70529,57865,5512,40,6892,284012,190837,93175,215747,159855,55892,82079,30309,51769.95,254349,196578,57771,30525,28351,2174,95.82,572.72,167.31,58.64,175.06,334.99,64.2,135039.23,0.48,901.1,245.7,655.4,147.74,2311.54,63.91,1510,170.3,1339.7,723.71,1,722.71,4052.37,7.6,4044.77,10793.9,72034.79,20393.32,20279.67,4.17,130.07,0.86,4.36,2.55,125.74,2.97,1.33,8344.87,8282.91,99070.92,69793.62,29277.3,4876.81,4852.4,14.7,3,13.05,5.4,8.32,0.99,53.39,54.27,60.16,52.5,-6.44,-6.55,-8.19,-6.1,-46.61,-45.73,-39.84,-47.5,7.32,7.35,7.32,7.34,111.54,2.81,3.56
2017-07-01,72242,56448,4889,40,10648,287501,194559,92943,215803,160509,55294,82111,31175,50935.97,255218,198092,57125,35096,32893,2203,85.55,506.16,169.01,67.37,200.09,336.7,58.97,143082.36,0.41,906.2,243.7,662.5,135.57,2081.4,65.13,1518,173.6,1344.4,664.19,1.3,662.89,4716.56,8.9,4707.66,11024.9,96025.83,18087.87,17758.16,4.47,132.04,1.51,5.22,4.11,126.1,2.89,1.62,8309.74,8248.35,102209.92,70183.62,32026.3,6497.24,6236.01,14.68,3,13.06,5.37,7.45,0.14,52.25,53.37,58.89,51.7,-7.11,-6.82,-8.89,-6.22,-47.75,-46.63,-41.11,-48.3,7.28,7.32,7.26,7.29,113.71,3.99,3.62
2017-08-01,72875,56770,5105,40,10739,287742,194666,93076,217682,161744,55938,81717,30524,51192.9,256382,198655,57727,35867,33649,2218,67.5,425.78,158.53,75.45,226.77,332.73,65.58,155530.37,0.42,890.4,246.6,643.8,137.51,1962.05,70.08,1600.1,178.1,1422,707.84,1.2,706.64,5424.4,10.1,5414.3,11277.9,67922.39,22912.06,22476.87,4.48,131.65,-0.3,4.72,3.8,126.05,2.77,1.58,8286.06,8224.53,104702.85,70142.15,34560.7,4301.64,5355.82,14.65,3,13.06,5.35,7.97,0.6,52.38,53.72,58.84,52.17,-6.03,-5.54,-7.82,-4.87,-47.62,-46.28,-41.16,-47.83,7.26,7.29,7.27,7.31,113.87,3.17,3.56
2017-09-01,74398,58518,4993,45,10622,289230,195205,94026,218507,162891,55615,82404,30739,51664.79,257540,200075,57465,35786,33704,2082,47.5,312.81,151.85,69.12,209.86,329.35,22.42,44407.09,0.5,837.1,249.3,587.8,139.63,1797.65,77.67,1464.4,154.4,1310,672.94,1,671.94,6097.34,11.1,6086.24,11268.4,81353.67,17250.13,16991.29,4.6,130.93,-0.55,4.36,3.23,126.25,2.86,1.74,8243,8182.06,105030.08,70223.08,34807,4039.32,5296.92,14.69,3,13.05,5.35,8.33,0.95,53.16,54.57,59.44,53.09,-4.91,-3.88,-6.63,-3.06,-46.84,-45.43,-40.56,-46.91,7.29,7.32,7.33,7.37,112.11,2.12,3.4
2017-10-01,76337,58993,5053,45,12030,292208,197796,94412,218549,163244,55304,82692,31319,51372.07,258193,201047,57146,37413,35326,2087,20.4,131.31,155.37,73.15,221.49,330.26,19.75,50486.07,0.39,851.7,242.7,609,169.96,2378.85,71.45,1693.8,172.2,1521.6,728.27,1.7,726.57,6825.61,12.8,6812.81,11494.4,64701.75,20322.89,20256.88,4.5,131.64,0.54,4.2,3.79,126.79,2.91,2.17,8245.09,8184.33,107024.74,70522.84,36501.9,6300.71,5532.79,14.65,3,13.08,5.33,8.52,1.08,53.12,54.17,59.58,52.53,-4.1,-3.58,-5.34,-3.08,-46.88,-45.83,-40.42,-47.47,7.32,7.36,7.32,7.36,113.77,3.11,3.37
2017-11-01,75417,57641,4709,45,12806,294820,199722,95098,220291,165268,55023,84146,31170,52976.35,259776,202938,56838,39194,37104,2090,14.88,102.7,144.85,64.77,194.2,333.53,36.51,106421.13,0.34,875.4,243.6,631.8,153.33,1934.89,79.25,1569.1,180.5,1388.6,646.3,1.1,645.2,7471.91,13.9,7458.01,11572.6,41663.09,27715,27636.45,4.49,132.77,0.86,4.69,4.68,127.29,2.92,2.58,8233.88,8173.42,109594.81,71938.41,37656.4,4443.56,5717.32,14.67,2.75,13.05,5.32,7.98,0.6,52.58,53.66,59.16,52,-4.66,-3.04,-5.63,-2.28,-47.42,-46.34,-40.84,-48,7.31,7.35,7.32,7.36,117.03,1.78,3.22
2017-12-01,81609,66347,6389,61,8596,292223,196380,95843,225332,169252,56081,89788,33792,55996.22,267489,209575,57914,34414,32456,1958,23.22,167.17,138.92,49.96,151.09,330.65,60.92,146510.48,0.42,887.3,266.9,620.4,246.06,3167.8,77.68,1744.6,168.2,1576.4,720.31,1.1,719.2,8192.22,15,8177.22,11769.5,79884.99,21927.04,21844.22,4.53,134.03,0.95,5.68,5.68,127.72,2.92,2.92,8181.47,8123.21,106055.22,72735.92,33319.3,4595.64,9915.18,15,2.75,13,5.28,6.93,-0.38,52.13,53.36,58.96,51.67,-5.49,-3.1,-5.91,-2.27,-47.87,-46.64,-41.04,-48.33,7.32,7.36,7.33,7.36,122.66,1.63,3.08
2018-01-01,79084,60421,4164,61,14217,297733,202025,95708,225005,168513,56492,87039,32450,54589.67,265852,207523,58329,39174,37724,1450,45.77,319.34,143.32,52.34,156.18,335.14,83.45,202284.6,0.41,879.4,245,634.4,186.59,2243.53,83.17,1566.4,192.9,1373.5,634.58,1.5,633.08,634.58,1.5,633.08,11345.9,76886.79,18164.2,18146.63,4.88,133.5,-0.4,4.71,-0.4,127.52,2.67,-0.16,8164.54,8106.66,109247.52,72728.92,36518.6,5982.94,4325.89,14.67,2.75,13.07,5.27,7.98,0.53,52.64,54.22,59.31,52.7,-4.78,-1.47,-5.3,-0.17,-47.36,-45.78,-40.69,-47.3,7.33,7.36,7.33,7.37,117.61,1.89,1.89
2018-02-01,79183,60335,4597,61,13968,297605,202540,95065,225779,169236,56543,87207,32419,54788.03,266608,208263,58345,38359,37006,1353,61.67,419.87,146.88,62.5,185.82,336.31,68.45,160061.8,0.43,928.3,274.6,653.7,157.89,1945.59,81.15,1425.6,177,1248.6,630.1,1,629.1,1264.68,2.5,1262.18,11475.2,34553.04,14972.42,14696.45,4.67,133.23,-0.2,4.15,-0.6,127.79,2.62,0.06,8158.21,8100.34,110389.31,74022.41,36366.9,4064.75,4655.6,14.65,2.75,13.05,5.27,8.54,1.07,53.12,54.93,59.69,53.5,-2.43,0.66,-3.16,1.95,-46.88,-45.07,-40.31,-46.5,7.34,7.38,7.35,7.39,117.44,2.79,2.34
2018-03-01,80393,62313,5169,71,12615,298930,202678,96253,228383,170990,57393,88997,33666,55330.94,270499,211333,59165,37329,35973,1356,83.75,551.29,151.92,73.51,223.31,329.18,97.44,266478.91,0.37,1065.3,298.7,766.6,192.46,2380.54,80.85,1486.8,153.5,1333.3,754.49,1.2,753.29,2019.17,3.7,2015.47,11740.8,42057.23,17950.54,17814.02,4.55,133.54,0.23,4.14,-0.37,128.38,2.67,0.52,8139.69,8081.67,111245.56,75006.26,36239.3,5140.89,4982.28,14.74,2.75,13.01,5.25,8.52,1.06,53.35,55.12,59.85,53.69,-1.24,1.27,-2.15,2.43,-46.65,-44.88,-40.15,-46.31,7.38,7.41,7.37,7.41,121.56,2.99,2.56
2018-04-01,80826,60383,4805,71,15341,303238,206030,97207,230590,171812,58779,88222,33141,55080.97,272237,211688,60549,40955,39571,1384,89.44,583.08,153.39,65.4,193.56,337.89,68.99,182390.82,0.38,943.9,278.9,665,183.36,2120.63,86.47,1657.6,182.4,1475.2,769.95,1.3,768.65,2789.12,5,2784.12,11845.9,42436.58,15020.21,15007.35,4.42,133.6,0.04,3.92,-0.32,128.43,2.62,0.56,8118.4,8061.12,114403.9,75766.7,38637.2,6306.52,5744.92,14.67,2.75,13.02,5.25,8.76,1.28,53.67,55.39,60.03,53.99,-0.42,1.71,-1.46,2.79,-46.33,-44.61,-39.97,-46.01,7.39,7.42,7.39,7.43,119.59,4.28,2.99
2018-05-01,79470,60519,5336,71,13304,302568,205043,97525,232540,172148,60393,87443,32643,54800.01,273676,211522,62154,39040,37812,1228,99.15,634.86,156.18,70.76,207.08,341.7,64.66,186319.12,0.35,956.8,257.3,699.5,249.83,2738.87,91.22,1881.1,228.8,1652.3,808.55,1.1,807.45,3597.67,6.1,3591.57,11849.5,31975.36,20894.49,20754.19,4.31,134.23,0.47,4.09,0.15,128.58,2.63,0.68,8102.32,8045.74,114374.17,76648.77,37725.4,4554.53,5530.23,14.66,2.75,12.98,5.22,8.54,1.09,53.89,54.83,59.96,53.29,0.19,0.84,-1.02,1.48,-46.11,-45.17,-40.04,-46.71,7.43,7.46,7.46,7.5,118.86,4.51,3.29
2018-06-01,80734,61354,5838,71,13230,303823,206069,97753,232361,173401,58959,87647,32842,54804.3,273713,213004,60709,39303,37914,1389,94.09,605.36,155.42,59.94,176.42,339.76,27.07,67317.4,0.4,906.9,246,660.9,220.42,2459.65,89.62,1605.2,200.5,1404.7,801.42,1.4,800.02,4399.09,7.5,4391.59,11979.2,64075.08,16339.74,15930.96,4.35,135,0.57,3.79,0.72,129.02,2.6,1.02,8088.04,8032.62,115466.67,77187.37,38279.3,4541.11,6038.93,14.6,2.75,12.94,5.21,8.82,1.37,53.97,54.49,59.94,52.87,1.08,0.41,-0.37,0.7,-46.03,-45.51,-40.06,-47.13,7.47,7.5,7.48,7.51,116.15,4.13,3.42
2018-07-01,81955,61721,5200,71,14728,306188,208559,97629,232959,174156,58803,88004,33642,54361.52,275035,214518,60518,41239,39698,1541,69.74,456.37,152.82,65.84,194.09,339.23,38.16,99214.31,0.38,899,271.2,627.8,113.73,1286.82,88.38,1658.3,181.9,1476.4,818.35,1.3,817.05,5217.44,8.8,5208.64,12127.1,61675.02,21438.23,21121.47,4.26,135.48,0.36,2.61,1.08,129.42,2.63,1.33,8065.43,8012.34,120084.89,78086.19,41998.7,6891.19,6817.12,14.65,2.75,12.96,5.17,10.09,2.5,53.75,54.43,59.73,52.85,2.86,1.99,1.43,2.21,-46.25,-45.57,-40.27,-47.15,7.47,7.5,7.47,7.5,118.03,3.8,3.48
2018-08-01,82847,61774,6036,71,14728,307494,209658,97836,236252,175804,60447,88533,33406,55126.42,278182,216009,62173,40117,38740,1377,57.94,387.09,149.67,81.12,237.12,342.11,39.97,99513.35,0.4,935.6,283.1,652.5,231.85,2639.25,87.85,1751.8,202.5,1549.3,860.43,1.1,859.33,6077.87,9.9,6067.97,12535.8,37263.96,27142.95,26799.49,4.07,136.08,0.44,3.36,1.53,129.57,2.79,1.45,8305.12,8252,118862.8,79504.5,39358.3,4466.75,6183.84,14.68,2.75,12.92,5.15,9.24,1.73,53.72,54.33,59.71,52.72,2.56,1.14,1.49,1.06,-46.28,-45.67,-40.29,-47.28,7.49,7.52,7.56,7.59,117.68,3.35,3.46
2018-09-01,79673,62791,5732,71,10827,309678,209741,99937,238704,176296,62409,88358,33854,54503.92,281047,216909,64139,38072,36753,1319,31.59,216.88,145.66,78.77,231.58,340.16,42.7,113318.04,0.38,837,263.1,573.9,161.73,1817.99,88.96,1579.1,165.6,1413.5,745.98,1.2,744.78,6823.85,11.1,6812.75,12309.2,57974.8,23170.36,22963.71,4.12,136.89,0.6,4.55,2.13,129.81,2.82,1.64,8272.86,8220.28,117590.54,80706.24,36884.3,4175.18,5720.8,14.69,2.75,12.87,5.13,7.96,0.55,54.59,55.15,60.42,53.58,2.67,1.07,1.64,0.93,-45.41,-44.85,-39.58,-46.42,7.65,7.68,7.69,7.71,115.19,2.75,3.38
